# target,RA,Dec,band(s),freq [GHz],start,stop,I flux [mJy],I error [mJy],Q flux [mJy],Q error [mJy],U flux [mJy],U error [mJy],Pol.Frac,PF low lim,PF high lim,Pol.Ang [deg],PA low lim,PA high lim
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,545,545.000,2010-08-17,2010-08-17,646.3,109.7,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,857,857.000,2010-08-17,2010-08-17,283.0,86.2,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,30,30.000,2011-02-06,2011-02-07,1179.0,63.3,-49.7,87.9,-307.9,90.6,0.2538,0.1241,0.4055,-49.588,-65.637,-33.803
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,44,44.000,2011-01-31,2011-02-07,1327.6,166.8,133.6,211.7,814.1,315.9,0.6037,0.1505,1.0000,40.340,26.548,60.659
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,70,70.000,2011-02-05,2011-02-06,1163.3,169.8,-242.9,215.7,-74.2,264.3,0.0000,0.0000,0.7109,-81.501,-171.461,8.414
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,100,100.000,2011-02-04,2011-02-05,1239.0,46.4,-94.7,71.5,-41.1,67.9,0.0616,0.0000,0.2303,-78.274,-168.117,11.386
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,143,143.000,2011-02-01,2011-02-02,1084.0,30.6,10.7,64.9,-97.8,62.0,0.0688,0.0000,0.2443,-41.872,-131.427,47.991
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,217,217.000,2011-02-03,2011-02-04,807.0,39.6,-19.6,73.2,-191.6,81.9,0.2214,0.0383,0.4468,-47.917,-71.721,-18.104
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,353,353.000,2011-02-03,2011-02-03,532.7,84.4,273.5,222.5,362.2,225.4,0.7337,0.1700,1.0000,26.470,-1.281,53.461
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,545,545.000,2011-02-02,2011-02-03,331.3,114.4,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,857,857.000,2011-02-02,2011-02-03,232.5,91.2,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,30,30.000,2011-08-04,2011-08-06,1270.1,76.5,-130.7,116.6,-41.6,98.3,0.0726,0.0000,0.3572,-81.165,-171.045,8.755
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,44,44.000,2011-08-04,2011-08-11,1436.4,148.0,-172.9,217.2,-207.5,242.7,0.1443,0.0000,0.7332,-64.902,-154.775,25.086
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,70,70.000,2011-08-05,2011-08-07,1402.4,169.8,-116.1,232.4,102.5,248.6,0.0000,0.0000,0.5591,69.286,-20.621,159.203
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,100,100.000,2011-08-07,2011-08-07,1501.2,47.2,-170.9,71.0,-38.2,73.9,0.1065,0.0229,0.2135,-83.691,-113.372,-59.968
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,143,143.000,2011-08-10,2011-08-10,1258.5,44.4,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,217,217.000,2011-08-07,2011-08-08,1044.1,39.8,-227.7,89.1,-132.0,91.1,0.2370,0.0897,0.4216,-74.947,-95.669,-55.385
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,353,353.000,2011-08-08,2011-08-08,763.9,81.8,-430.8,212.9,-83.7,223.9,0.4925,0.0395,1.0000,-84.499,-118.794,-48.639
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,30,30.000,2012-08-04,2012-08-05,1410.6,80.7,-128.5,112.9,-112.5,111.9,0.0918,0.0000,0.3272,-69.403,-159.064,20.067
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,44,44.000,2012-08-04,2012-08-10,1445.2,187.5,-300.6,303.8,-105.6,298.9,0.1365,0.0000,0.9121,-80.317,-170.262,9.650
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,70,70.000,2012-08-05,2012-08-06,1422.7,171.6,102.8,241.0,-79.5,241.0,0.0000,0.0000,0.5611,-18.868,-108.855,71.082
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,30,30.000,2013-01-29,2013-01-30,1065.1,84.8,13.5,123.4,86.3,110.8,0.0000,0.0000,0.3644,40.555,-49.394,130.553
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,44,44.000,2013-01-24,2013-01-30,1273.9,186.4,17.3,232.0,279.5,330.6,0.1271,0.0000,0.9891,43.228,-46.737,133.212
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,70,70.000,2013-01-28,2013-01-29,1080.8,170.5,122.8,235.4,-530.4,246.0,0.4542,0.0395,1.0000,-38.483,-71.853,-4.897
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,30,30.000,2013-08-04,2013-08-05,734.8,80.0,11.6,104.2,37.2,116.3,0.0000,0.0000,0.4979,36.349,-53.619,126.281
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,44,44.000,2013-08-04,2013-08-10,873.3,160.4,-95.6,262.5,-74.5,263.3,0.0000,0.0000,1.0000,-71.038,-161.029,18.953
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,70,70.000,2013-08-05,2013-08-06,1129.5,155.6,257.9,205.2,-90.1,237.7,0.1188,0.0000,0.8010,-9.633,-99.331,79.921
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,30+44,30.967,2009-08-18,2009-08-20,920.0,68.1,102.7,98.2,210.5,89.1,0.2331,0.0567,0.4835,31.999,8.954,58.776
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,44+70,61.536,2009-08-14,2009-08-15,1276.5,138.7,325.2,192.7,2.0,198.7,0.2017,0.0000,0.7117,0.179,-89.723,89.308
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,70+100,97.862,2009-08-15,2009-08-16,982.1,45.6,24.0,69.8,127.6,66.2,0.1110,0.0000,0.3213,39.684,-1.123,76.766
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,100+143,131.063,2009-08-18,2009-08-19,866.2,24.2,-1.9,48.6,115.9,46.5,0.1215,0.0318,0.2369,45.471,20.045,71.646
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,143+217,166.756,2009-08-16,2009-08-16,764.6,23.5,-23.0,54.9,44.9,53.9,0.0000,0.0000,0.2356,58.554,-31.388,148.451
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,217+353,244.523,2009-08-17,2009-08-17,599.5,36.5,19.3,74.0,8.1,76.9,0.0000,0.0000,0.3451,11.309,-78.652,101.275
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,353+545,430.595,2009-08-17,2009-08-17,410.5,62.9,221.5,188.6,9.9,195.6,0.2480,0.0000,1.0000,1.277,-88.549,91.214
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,545+857,735.771,2009-08-17,2009-08-17,217.5,55.4,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,30+44,32.116,2010-01-31,2010-02-07,1075.1,67.6,13.1,92.2,-55.5,99.5,0.0000,0.0000,0.2804,-38.369,-128.368,51.627
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,44+70,58.249,2010-02-05,2010-02-06,1590.1,117.7,-30.3,157.4,229.4,177.0,0.1053,0.0000,0.4422,48.768,-41.184,138.648
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,70+100,97.187,2010-02-04,2010-02-05,1778.6,48.5,-25.1,70.1,47.8,75.6,0.0000,0.0000,0.1346,58.872,-31.114,148.870
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,100+143,130.475,2010-02-01,2010-02-02,1625.8,27.2,-7.1,48.1,82.0,48.4,0.0412,0.0000,0.1298,47.458,-41.840,137.166
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,143+217,174.487,2010-02-03,2010-02-04,1508.4,24.6,-21.2,50.4,95.7,49.3,0.0560,0.0000,0.1550,51.251,9.630,88.910
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,217+353,244.020,2010-02-03,2010-02-03,1368.9,34.0,-61.9,73.6,49.5,75.9,0.0169,0.0000,0.1943,70.685,-19.123,160.661
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,353+545,418.850,2010-02-02,2010-02-03,1033.2,60.2,94.1,178.8,34.9,179.1,0.0000,0.0000,0.5191,10.171,-79.779,100.086
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,545+857,725.888,2010-02-02,2010-02-03,711.1,64.5,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,44+70,60.979,2010-08-14,2010-08-15,1403.3,141.2,123.1,215.3,-18.9,186.1,0.0000,0.0000,0.4995,-4.373,-94.347,85.621
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,70+100,98.489,2010-08-15,2010-08-16,1373.6,39.8,96.1,59.9,-103.8,61.0,0.0942,0.0120,0.1924,-23.615,-53.738,6.908
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,100+143,127.135,2010-08-18,2010-08-18,1237.9,24.5,33.0,42.9,-70.9,44.3,0.0538,0.0000,0.1610,-32.504,-122.145,57.224
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,143+217,174.701,2010-08-16,2010-08-16,1149.2,23.3,-25.7,49.9,-54.5,50.7,0.0250,0.0000,0.1610,-57.621,-147.399,32.074
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,217+353,237.187,2010-08-17,2010-08-17,1044.0,33.1,37.1,71.7,-130.3,75.4,0.1119,0.0000,0.3335,-37.050,-126.902,52.403
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,353+545,425.493,2010-08-17,2010-08-17,676.9,65.3,186.6,181.5,-403.5,187.0,0.5982,0.1338,1.0000,-32.593,-58.388,-6.373
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,545+857,737.888,2010-08-17,2010-08-17,403.6,60.1,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,30+44,31.863,2011-01-31,2011-02-07,1215.2,59.2,-67.9,79.8,-206.4,87.4,0.1665,0.0399,0.3170,-54.099,-78.656,-29.671
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,44+70,56.924,2011-02-05,2011-02-06,1227.2,114.8,-108.4,141.0,284.9,197.6,0.2110,0.0000,0.7369,55.421,-33.857,144.286
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,70+100,97.745,2011-02-04,2011-02-05,1232.2,44.6,-109.3,67.8,-43.7,65.6,0.0786,0.0000,0.2389,-79.114,-168.950,10.628
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,100+143,129.861,2011-02-01,2011-02-02,1120.4,25.2,-41.1,46.4,-64.8,44.1,0.0541,0.0000,0.1722,-61.202,-151.044,28.459
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,143+217,170.768,2011-02-03,2011-02-04,958.0,23.3,6.7,47.3,-119.2,47.2,0.1145,0.0291,0.2184,-43.397,-68.865,-18.577
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,217+353,242.285,2011-02-03,2011-02-03,739.9,34.8,7.8,65.9,-129.2,73.3,0.1501,0.0000,0.4491,-43.282,-131.235,45.473
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,353+545,418.603,2011-02-02,2011-02-03,399.4,57.9,191.6,159.7,264.3,161.8,0.7045,0.1628,1.0000,27.026,-1.731,54.250
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,545+857,735.723,2011-02-02,2011-02-03,266.2,71.4,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,30+44,32.904,2011-08-04,2011-08-11,1310.1,67.9,-126.9,100.3,-68.6,90.3,0.0861,0.0000,0.3202,-75.805,-165.685,14.116
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,44+70,54.970,2011-08-05,2011-08-07,1426.1,110.8,-125.5,154.1,-54.5,170.3,0.0000,0.0000,0.4222,-78.260,-168.134,11.727
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,70+100,97.850,2011-08-07,2011-08-07,1494.6,45.4,-165.5,68.0,-26.7,70.9,0.1022,0.0241,0.2028,-85.416,-114.796,-61.520
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,100+143,122.759,2011-08-10,2011-08-10,1359.0,31.9,-148.4,64.0,-33.1,66.6,0.1014,0.0181,0.2070,-83.707,-115.046,-58.985
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,143+217,184.237,2011-08-07,2011-08-08,1133.6,29.4,-220.7,94.0,-132.9,96.6,0.2112,0.0665,0.3904,-74.477,-97.498,-52.626
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,217+353,243.889,2011-08-08,2011-08-08,979.0,35.1,-244.1,80.0,-123.4,82.1,0.2668,0.1252,0.4356,-76.592,-93.413,-60.360
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,30+44,32.090,2012-08-04,2012-08-10,1415.1,73.9,-155.5,104.5,-98.7,102.9,0.1098,0.0000,0.3279,-73.800,-163.461,15.512
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,44+70,58.291,2012-08-05,2012-08-06,1434.8,126.2,-65.1,183.5,-41.5,182.2,0.0000,0.0000,0.4047,-73.754,-163.698,16.213
PCCS2 143 G156.77-39.10 a.k.a. QSO B0235+1624,39.6672,16.6182,30+44,32.170,2013-01-24,2013-01-30,1096.1,75.8,8.5,106.2,111.9,105.9,0.0351,0.0000,0.3651,42.830,-46.972,132.828
